pair,seat,f1,f2,f2cp,fsrc,aef_tcp_f1,aef_tcp_f2,aef_tcp_pct,aef_tcp_scenario_freq,aef_tcp_p05,aef_tcp_p95
"nsw2023","Summer Hill","ALP","GRN",66.3,"official","ALP","GRN",67.3,0.668,48.3,79.9
"nsw2023","Swansea","ALP","LNP",65.4,"official","ALP","LNP",64.1,0.999,53.3,73.1
"nsw2023","Sydney","IND","ALP",65.6,"official","ALP","IND",39.3,0.498,17.4,55.7
"nsw2023","Tamworth","LNP","IND",65.8,"official","ALP","LNP",26.9,0.624,19.3,35.9
"nsw2023","Terrigal","LNP","ALP",51.2,"official","ALP","LNP",44,0.997,33.6,54.6
"nsw2023","The Entrance","ALP","LNP",57.8,"official","ALP","LNP",60.4,0.999,49.5,69.9
"nsw2023","Tweed","LNP","ALP",53.6,"official","ALP","LNP",50.6,0.985,40,60.9
"nsw2023","Upper Hunter","LNP","ALP",53.8,"official","ALP","LNP",53.6,0.942,42.6,63.8
"nsw2023","Vaucluse","LNP","IND",62.9,"official","ALP","LNP",35.7,0.55,27.1,45.9
"nsw2023","Wagga Wagga","IND","LNP",72.4,"official","LNP","IND",35.8,0.883,16.6,53.9
"nsw2023","Wakehurst","IND","LNP",54.5,"official","LNP","IND",51.2,0.738,29.6,74.9
"nsw2023","Wallsend","ALP","LNP",81.8,"official","ALP","LNP",78.8,0.822,70.5,84.9
"nsw2023","Willoughby","LNP","IND",52.6,"official","LNP","IND",53.4,0.654,28.6,74.9
"nsw2023","Wollondilly","IND","LNP",51.5,"official","LNP","IND",51.4,0.517,19.7,70.8
"nsw2023","Wollongong","ALP","LNP",74.3,"official","ALP","LNP",76,0.941,67,82.9
"nsw2023","Wyong","ALP","LNP",69.8,"official","ALP","LNP",70.5,0.996,60.6,78.6
"qld2024","Algester","ALP","LNP",57.5,"official","ALP","LNP",61.1,0.968,50.8,70.2
"qld2024","Aspley","ALP","LNP",50,"official","ALP","LNP",47.7,0.992,36.8,58.5
"qld2024","Bancroft","ALP","LNP",56,"official","ALP","LNP",55.4,0.985,45,65
"qld2024","Barron River","LNP","ALP",53.7,"official","ALP","LNP",48.4,0.954,38.1,58.8
"qld2024","Bonney","LNP","ALP",63.7,"official","ALP","LNP",36.4,0.979,27.2,46.5
"qld2024","Broadwater","LNP","ALP",71.3,"official","ALP","LNP",29.2,0.956,21.2,38.4
"qld2024","Buderim","LNP","ALP",59.3,"official","ALP","LNP",39.6,0.895,30.3,49.6
"qld2024","Bulimba","ALP","LNP",58.1,"official","ALP","LNP",57.1,0.978,45.7,67.7
"qld2024","Bundaberg","ALP","LNP",51.5,"official","ALP","LNP",45.8,0.979,33.1,58.9
"qld2024","Bundamba","ALP","LNP",63.8,"official","ALP","LNP",64.9,0.904,55,73.3
"qld2024","Burdekin","LNP","ALP",65.8,"official","ALP","LNP",39.1,0.886,27.4,52.2
"qld2024","Burleigh","LNP","ALP",62.8,"official","ALP","LNP",45.4,0.924,34.1,57.4
"qld2024","Burnett","LNP","ALP",65.4,"official","ALP","LNP",35.4,0.963,26.3,45.2
"qld2024","Cairns","ALP","LNP",52.5,"official","ALP","LNP",50.4,0.982,36.4,64
"qld2024","Callide","LNP","ALP",73.2,"official","ALP","LNP",28.4,0.89,20.7,37.5
"qld2024","Caloundra","LNP","ALP",51.8,"official","ALP","LNP",48.9,0.967,37.3,60.2
"qld2024","Capalaba","LNP","ALP",51.9,"official","ALP","LNP",52.9,0.993,42.4,62.8
"qld2024","Chatsworth","LNP","ALP",58.5,"official","ALP","LNP",43.8,0.988,32.3,55.9
"qld2024","Clayfield","LNP","ALP",53.5,"official","ALP","LNP",44,0.722,34.2,54.5
"qld2024","Condamine","LNP","ALP",73.6,"official","ALP","LNP",26.7,0.952,19,35.9
"qld2024","Cook","LNP","ALP",55,"official","ALP","LNP",51.8,0.852,36.3,66.6
"qld2024","Coomera","LNP","ALP",60,"official","ALP","LNP",43.9,0.969,33.9,54.1
"qld2024","Cooper","ALP","LNP",61.2,"official","LNP","GRN",44.4,0.653,29.1,58.2
"qld2024","Currumbin","LNP","ALP",62.3,"official","ALP","LNP",44.6,0.885,34.5,54.7
"qld2024","Everton","LNP","ALP",55.3,"official","ALP","LNP",40.5,0.988,30.4,51.1
"qld2024","Ferny Grove","ALP","LNP",57.9,"official","ALP","LNP",53.5,0.973,42.8,63.7
"qld2024","Gaven","ALP","LNP",50.7,"official","ALP","LNP",52.1,0.99,41.5,62.2
"qld2024","Gladstone","ALP","LNP",59.2,"official","ALP","LNP",68.7,0.923,58.5,77
"qld2024","Glass House","LNP","ALP",60.2,"official","ALP","LNP",43.4,0.883,33.6,53.7
"qld2024","Greenslopes","ALP","LNP",59.8,"official","ALP","LNP",58.8,0.575,50.1,66.6
"qld2024","Gregory","LNP","ALP",71,"official","ALP","LNP",29.6,0.971,21.3,39
"qld2024","Gympie","LNP","ALP",64.8,"official","ALP","LNP",36.1,0.986,26.7,46.4
"qld2024","Hervey Bay","LNP","ALP",58.4,"official","ALP","LNP",47.1,0.993,36.4,57.7
"qld2024","Hill","OTH_RIGHT","LNP",63.7,"official","LNP","OTH_RIGHT",35.4,0.664,19,59.3
"qld2024","Hinchinbrook","OTH_RIGHT","LNP",63.2,"official","LNP","OTH_RIGHT",41.8,0.828,20.5,62.9
"qld2024","Inala","ALP","LNP",62.6,"official","ALP","LNP",65.2,0.964,55.2,73.7
"qld2024","Ipswich","ALP","LNP",58.9,"official","ALP","LNP",60,0.974,49.6,69
"qld2024","Ipswich West","ALP","LNP",53.9,"official","ALP","LNP",50.8,0.978,40.4,60.7
"qld2024","Jordan","ALP","LNP",60,"official","ALP","LNP",60.6,0.974,50.3,69.7
"qld2024","Kawana","LNP","ALP",62.7,"official","ALP","LNP",35.8,0.974,26.7,45.7
"qld2024","Keppel","LNP","ALP",60.5,"official","ALP","ONP",51.4,0.47,32.6,66.7
"qld2024","Kurwongbah","ALP","LNP",55.9,"official","ALP","LNP",55.9,0.985,45.4,65.4
"qld2024","Lockyer","LNP","ALP",69.2,"official","ALP","LNP",33.5,0.953,24.4,43.7
"qld2024","Logan","ALP","LNP",54.3,"official","ALP","LNP",56.6,0.986,46.2,66.1
"qld2024","Lytton","ALP","LNP",53,"official","ALP","LNP",58.6,0.979,48.3,67.7
"qld2024","Macalister","ALP","LNP",51.9,"official","ALP","LNP",52.6,0.981,42.2,62.5
"qld2024","Mackay","LNP","ALP",60.2,"official","ALP","LNP",51.1,0.991,39.9,61.9
"qld2024","Maiwar","GRN","LNP",53.4,"official","LNP","GRN",44.8,0.934,27.9,58.9
"qld2024","Mansfield","ALP","LNP",54.9,"official","ALP","LNP",49.5,0.992,39.9,58.7
"qld2024","Maroochydore","LNP","ALP",60.9,"official","ALP","LNP",36.8,0.833,28,46.7
"qld2024","Maryborough","LNP","ALP",52.8,"official","ALP","LNP",56.3,0.974,45.4,66.4
"qld2024","McConnel","ALP","LNP",58.8,"official","LNP","GRN",44,0.631,29,57.9
"qld2024","Mermaid Beach","LNP","ALP",63.1,"official","ALP","LNP",40.8,0.932,31.2,51
"qld2024","Miller","ALP","LNP",60.6,"official","ALP","LNP",58.6,0.778,48.4,67.8
"qld2024","Mirani","LNP","OTH_RIGHT",51,"official","LNP","OTH_RIGHT",43.9,0.474,19.2,64.3
"qld2024","Moggill","LNP","ALP",55.6,"official","LNP","GRN",60,0.529,40.5,72.8
"qld2024","Morayfield","ALP","LNP",57.1,"official","ALP","LNP",60.2,0.975,49.8,69.4
"qld2024","Mount Ommaney","ALP","LNP",57.4,"official","ALP","LNP",57,0.988,46.2,66.9
"qld2024","Mudgeeraba","LNP","ALP",63.9,"official","ALP","LNP",35.6,0.922,26.7,45.5
"qld2024","Mulgrave","LNP","ALP",52.7,"official","ALP","LNP",56.7,0.819,47.4,65.1
"qld2024","Mundingburra","LNP","ALP",59.2,"official","ALP","LNP",49.7,0.918,39.5,59.4
"qld2024","Murrumba","ALP","LNP",59.8,"official","ALP","LNP",53.9,0.966,44,63
"qld2024","Nanango","LNP","ALP",72.9,"official","ALP","LNP",32.8,0.926,23.9,42.9
"qld2024","Nicklin","LNP","ALP",52.7,"official","ALP","LNP",46.8,0.873,36.9,56.9
"qld2024","Ninderry","LNP","ALP",60.5,"official","ALP","LNP",40.8,0.931,31.3,51
"qld2024","Noosa","IND","LNP",58.5,"official","LNP","IND",42.9,0.931,21.5,61.6
"qld2024","Nudgee","ALP","LNP",62,"official","ALP","LNP",58.2,0.973,48.5,66.9
"qld2024","Oodgeroo","LNP","ALP",61.8,"official","ALP","LNP",39.8,0.981,30.3,49.8
"qld2024","Pine Rivers","ALP","LNP",50.7,"official","ALP","LNP",49.9,0.991,39.5,59.8
"qld2024","Pumicestone","LNP","ALP",50.4,"official","ALP","LNP",51.8,0.991,41.1,61.9
"qld2024","Redcliffe","LNP","ALP",52.9,"official","ALP","LNP",48.7,0.988,37.1,60.2
"qld2024","Redlands","LNP","ALP",51.9,"official","ALP","LNP",46.4,0.975,35.6,57.3
"qld2024","Rockhampton","LNP","ALP",51.8,"official","ALP","LNP",51.6,0.627,41,61.7
"qld2024","Sandgate","ALP","LNP",59.6,"official","ALP","LNP",59.2,0.971,47.7,69.1
"qld2024","Scenic Rim","LNP","ALP",66.1,"official","ALP","LNP",33.5,0.951,24.6,43.7
"qld2024","South Brisbane","ALP","GRN",56,"official","LNP","GRN",36.9,0.518,25,49
"qld2024","Southern Downs","LNP","ONP",68.6,"official","ALP","LNP",31.4,0.961,22.7,41.3
"qld2024","Southport","LNP","ALP",61.1,"official","ALP","LNP",39.7,0.98,30.1,49.9
"qld2024","Springwood","ALP","LNP",52.1,"official","ALP","LNP",50,0.985,36.2,63.4
"qld2024","Stafford","ALP","LNP",55.3,"official","ALP","LNP",57.5,0.95,47,66.9
"qld2024","Stretton","ALP","LNP",59.5,"official","ALP","LNP",57.5,0.986,47.1,67
"qld2024","Surfers Paradise","LNP","ALP",73.1,"official","ALP","LNP",29.6,0.886,21.9,38.6
"qld2024","Theodore","LNP","ALP",63,"official","ALP","LNP",41.9,0.987,32.1,52.2
"qld2024","Thuringowa","LNP","ALP",59.9,"official","ALP","LNP",48.2,0.899,37.6,58.7
"qld2024","Toohey","ALP","LNP",59,"official","ALP","LNP",59.3,0.987,48.6,68.9
"qld2024","Toowoomba North","LNP","ALP",66.5,"official","ALP","LNP",38,0.986,27.1,50.2
"qld2024","Toowoomba South","LNP","ALP",63,"official","ALP","LNP",35.2,0.96,25.8,45.8
"qld2024","Townsville","LNP","ALP",55.6,"official","ALP","LNP",48.4,0.924,37.4,59.7
"qld2024","Traeger","OTH_RIGHT","LNP",63.7,"official","LNP","OTH_RIGHT",32.7,0.602,17.3,55.3
"qld2024","Warrego","LNP","ALP",77.8,"official","ALP","LNP",23.2,0.87,16.2,31.7
"qld2024","Waterford","ALP","LNP",61.2,"official","ALP","LNP",59.4,0.983,49.1,68.7
"qld2024","Whitsunday","LNP","ALP",68.5,"official","ALP","LNP",41.1,0.983,28.6,54.8
"qld2024","Woodridge","ALP","LNP",68.3,"official","ALP","LNP",70.2,0.936,60.4,78
"sa2026","Adelaide","ALP","LNP",66.9,"official","ALP","LNP",64.4,0.755,51.7,76.1
"sa2026","Badcoe","ALP","ONP",70.9,"official","ALP","LNP",70.3,0.483,58.1,80.4
"sa2026","Black","ALP","ONP",65.5,"official","ALP","ONP",59.7,0.512,37.6,74.2
"sa2026","Bragg","LNP","ALP",58.5,"official","ALP","LNP",49.8,0.862,36.8,63.7
"sa2026","Chaffey","LNP","ONP",55.9,"official","LNP","ONP",50.9,0.655,27.3,69.7
"sa2026","Cheltenham","ALP","ONP",68,"official","ALP","ONP",70.5,0.747,48,82.2
"sa2026","Colton","ALP","LNP",60.1,"official","ALP","LNP",54.8,0.865,41.3,68.4
"sa2026","Croydon","ALP","ONP",79.7,"official","ALP","ONP",73.1,0.545,52.1,84.1
"sa2026","Davenport","ALP","ONP",66.4,"official","ALP","LNP",61.6,0.746,48.5,73.8
"sa2026","Dunstan","ALP","LNP",58.4,"official","ALP","LNP",58.7,0.706,45.8,71.4
"sa2026","Elder","ALP","LNP",69.1,"official","ALP","LNP",63.2,0.666,50.3,75.1
"sa2026","Elizabeth","ALP","ONP",54.7,"official","ALP","ONP",61.7,0.965,36,78.6
"sa2026","Enfield","ALP","ONP",69,"official","ALP","ONP",68.1,0.6,46,80.5
"sa2026","Finniss","IND","LNP",55.1,"official","LNP","IND",41.1,0.294,21.4,59.7
"sa2026","Flinders","LNP","ONP",59.2,"official","IND","ONP",55.6,0.34,31.3,77.2
"sa2026","Florey","ALP","ONP",65.9,"official","ALP","ONP",62.6,0.918,38.1,77.6
"sa2026","Gibson","ALP","LNP",63.7,"official","ALP","LNP",60.8,0.732,47.6,73.2
"sa2026","Giles","ALP","ONP",58.5,"official","ALP","ONP",67.1,0.981,44,80.2
"sa2026","Hammond","ONP","ALP",54.9,"official","ALP","LNP",50.7,0.33,37.6,64.7
"sa2026","Hartley","ALP","LNP",53.9,"official","ALP","LNP",54,0.873,40.6,67.5
"sa2026","Heysen","LNP","ALP",50.5,"official","ALP","LNP",54.1,0.366,41.1,67.4
"sa2026","Hurtle Vale","ALP","ONP",60.2,"official","ALP","ONP",68.4,0.819,45.4,81.1
"sa2026","Kaurna","ALP","ONP",62.2,"official","ALP","ONP",67,0.916,42.3,80.8
"sa2026","Kavel","IND","ALP",60.6,"official","ALP","IND",46.7,0.399,19.1,66.3
"sa2026","King","ALP","ONP",55.7,"official","ALP","ONP",61.4,0.589,38.2,76.1
"sa2026","Lee","ALP","ONP",59.5,"official","ALP","ONP",63.8,0.706,40.4,77.8
"sa2026","Light","ALP","ONP",51.2,"official","ALP","ONP",65.5,0.895,40.6,80.2
"sa2026","MacKillop","ONP","LNP",50.8,"official","LNP","ONP",54.6,0.435,30.8,73
"sa2026","Mawson","ALP","ONP",57.9,"official","ALP","ONP",62.8,0.785,39,77.5
"sa2026","Morialta","ALP","LNP",58.6,"official","ALP","LNP",57.5,0.787,44,70.8
"sa2026","Morphett","ALP","LNP",50.7,"official","ALP","LNP",52.9,0.684,39.8,66.4
"sa2026","Mount Gambier","IND","ONP",59.9,"official","ALP","IND",41.8,0.312,20.2,61.3
"sa2026","Narungga","ONP","LNP",50.2,"official","ALP","IND",42,0.433,24.3,57.7
"sa2026","Newland","ALP","ONP",61.4,"official","ALP","LNP",63.5,0.607,50.5,75.8
"sa2026","Ngadjuri","ONP","ALP",56.6,"official","ALP","LNP",50.3,0.372,37.2,64
"sa2026","Playford","ALP","ONP",66.9,"official","ALP","ONP",65,0.942,39.8,79.7
"sa2026","Port Adelaide","ALP","ONP",65.1,"official","ALP","ONP",66.7,0.918,42.5,80.6
"sa2026","Ramsay","ALP","ONP",62.9,"official","ALP","ONP",64.7,0.98,37.9,80.9
"sa2026","Reynell","ALP","ONP",60.8,"official","ALP","ONP",67.6,0.888,43.3,80.5
"sa2026","Schubert","LNP","ALP",67.6,"official","ALP","LNP",44.9,0.491,32.2,59
"sa2026","Stuart","IND","ONP",56.5,"official","IND","ONP",58,0.531,34.5,75.8
"sa2026","Taylor","ALP","ONP",54.3,"official","ALP","ONP",60.3,0.951,35.1,77.6
"sa2026","Torrens","ALP","ONP",65.4,"official","ALP","ONP",65.5,0.618,43.4,78.5
"sa2026","Unley","ALP","LNP",56.9,"official","ALP","LNP",56,0.493,43.1,68.6
"sa2026","Waite","ALP","LNP",69.5,"official","ALP","GRN",58.8,0.425,43.2,72.3
"sa2026","West Torrens","ALP","ONP",73.7,"official","ALP","GRN",66.3,0.604,48.2,79.3
"sa2026","Wright","ALP","ONP",62.5,"official","ALP","ONP",65.2,0.75,42.4,78.7
"vic2022","Albert Park","ALP","LNP",61.2,"abc-scrape","ALP","LNP",61,0.695,50.2,70.6
"vic2022","Bass","ALP","LNP",50.2,"abc-scrape","ALP","LNP",47.9,0.95,37,58.9
"vic2022","Bayswater","ALP","LNP",54.2,"abc-scrape","ALP","LNP",50.8,0.992,39.9,61.8
"vic2022","Bellarine","ALP","LNP",58.5,"abc-scrape","ALP","LNP",58.7,0.895,48.2,68.6
"vic2022","Benambra","LNP","IND",50.9,"abc-scrape","LNP","IND",49.1,0.524,29.1,68.3
"vic2022","Bendigo East","ALP","LNP",60.8,"abc-scrape","ALP","LNP",60,0.972,47.8,71.2
"vic2022","Bendigo West","ALP","LNP",64.6,"abc-scrape","ALP","LNP",66.4,0.948,55,76
"vic2022","Bentleigh","ALP","LNP",58,"abc-scrape","ALP","LNP",59.3,0.968,47.2,70.3
"vic2022","Box Hill","ALP","LNP",57.2,"abc-scrape","ALP","LNP",54.2,0.968,43.5,64.9
"vic2022","Brighton","LNP","ALP",55.1,"abc-scrape","LNP","IND",48.9,0.485,28.4,65
"vic2022","Broadmeadows","ALP","LNP",65.5,"abc-scrape","ALP","LNP",72.4,0.975,58.2,82.9
"vic2022","Brunswick","GRN","ALP",63.5,"abc-scrape","ALP","GRN",35.7,0.88,18.8,61.7
"vic2022","Bulleen","LNP","ALP",55.9,"abc-scrape","ALP","LNP",42.6,0.956,32.5,53.2
"vic2022","Bundoora","ALP","LNP",62.7,"abc-scrape","ALP","LNP",65.2,0.988,55.1,74.1
"vic2022","Carrum","ALP","LNP",59.8,"abc-scrape","ALP","LNP",58.5,0.992,46.1,69.8
"vic2022","Caulfield","LNP","ALP",52.1,"abc-scrape","ALP","LNP",49.7,0.481,39.5,60
"vic2022","Clarinda","ALP","LNP",60.2,"abc-scrape","ALP","LNP",63.8,0.965,53,73.1
"vic2022","Cranbourne","ALP","LNP",59,"abc-scrape","ALP","LNP",56.1,0.993,43.5,68
"vic2022","Croydon","LNP","ALP",51.4,"abc-scrape","ALP","LNP",47.7,0.986,36.7,58.8
"vic2022","Dandenong","ALP","LNP",68.3,"abc-scrape","ALP","LNP",69.1,0.998,58.1,78.2
"vic2022","Eildon","LNP","ALP",57,"abc-scrape","ALP","LNP",46.5,0.952,35.8,57.5
"vic2022","Eltham","ALP","LNP",59,"abc-scrape","ALP","LNP",56.8,0.999,44,68.6
"vic2022","Essendon","ALP","LNP",62.5,"abc-scrape","ALP","LNP",65.2,0.937,54.7,74.4
"vic2022","Euroa","LNP","ALP",59.9,"abc-scrape","ALP","LNP",33.7,0.996,24.3,44.3
"vic2022","Evelyn","LNP","ALP",55.4,"abc-scrape","ALP","LNP",44.7,0.988,33.7,56
"vic2022","Footscray","ALP","GRN",54.2,"abc-scrape","ALP","LNP",72.9,0.574,62,81
"vic2022","Frankston","ALP","LNP",58.7,"abc-scrape","ALP","LNP",58.7,0.991,47.1,69.3
"vic2022","Geelong","ALP","LNP",64.7,"abc-scrape","ALP","LNP",58.8,0.91,48.2,68.5
"vic2022","Gippsland East","LNP","ALP",74.6,"abc-scrape","ALP","LNP",28.6,0.923,20.4,38.6
"vic2022","Gippsland South","LNP","ALP",65.6,"abc-scrape","ALP","LNP",33.3,0.852,22.1,48.2
"vic2022","Hastings","ALP","LNP",51.4,"abc-scrape","ALP","LNP",46.6,0.987,35.6,57.8
"vic2022","Hawthorn","LNP","ALP",51.7,"abc-scrape","LNP","IND",45.4,0.42,27.4,62.3
"vic2022","Ivanhoe","ALP","LNP",62.8,"abc-scrape","ALP","LNP",60.9,0.981,50.4,70.4
"vic2022","Kew","LNP","ALP",54,"abc-scrape","LNP","IND",47.7,0.596,27.7,64.7
"vic2022","Kororoit","ALP","LNP",64.5,"abc-scrape","ALP","LNP",69.1,0.982,57.3,78
"vic2022","Lara","ALP","LNP",65.9,"abc-scrape","ALP","LNP",65.6,0.945,54.8,74.9
"vic2022","Lowan","LNP","ALP",71.6,"abc-scrape","ALP","LNP",27.4,0.868,19.4,37.1
"vic2022","Macedon","ALP","LNP",59.5,"abc-scrape","ALP","LNP",59.7,0.96,48.4,69.8
"vic2022","Malvern","LNP","ALP",58.1,"abc-scrape","ALP","LNP",42.1,0.854,31.6,53.6
"vic2022","Melbourne","GRN","ALP",60.2,"abc-scrape","ALP","GRN",36.7,0.757,21.7,57.7
"vic2022","Melton","ALP","LNP",54.6,"abc-scrape","ALP","IND",47.9,0.712,26.4,66.6
"vic2022","Mildura","LNP","IND",51.2,"abc-scrape","LNP","IND",44,0.99,21.6,62.6
"vic2022","Mill Park","ALP","LNP",61.6,"abc-scrape","ALP","LNP",70.5,0.998,58.3,79.7
"vic2022","Monbulk","ALP","LNP",57.6,"abc-scrape","ALP","LNP",53.6,0.981,42.7,64.1
"vic2022","Mordialloc","ALP","LNP",58.2,"abc-scrape","ALP","LNP",62,0.989,50.5,72.2
"vic2022","Mornington","LNP","IND",50.7,"abc-scrape","LNP","IND",52.2,0.508,31.1,68.9
"vic2022","Morwell","LNP","ALP",54.4,"abc-scrape","ALP","LNP",48.5,0.884,37.2,59.5
"vic2022","Mulgrave","ALP","IND",60.8,"abc-scrape","ALP","IND",57.7,0.693,36.2,73.8
"vic2022","Murray Plains","LNP","ALP",73.4,"abc-scrape","ALP","LNP",24.2,0.808,17.1,33.2
"vic2022","Narre Warren North","ALP","LNP",58.7,"abc-scrape","ALP","LNP",56.2,0.994,45.1,66.6
"vic2022","Narre Warren South","ALP","LNP",58.3,"abc-scrape","ALP","LNP",58.7,0.991,47.6,68.8
"vic2022","Nepean","LNP","ALP",56.4,"abc-scrape","ALP","LNP",46.9,0.982,35.9,58.1
"vic2022","Niddrie","ALP","LNP",56.7,"abc-scrape","ALP","LNP",59.8,1,49.7,68.9
"vic2022","Northcote","ALP","GRN",50.2,"abc-scrape","ALP","GRN",41.7,0.97,23,64.3
"vic2022","Oakleigh","ALP","LNP",63.5,"abc-scrape","ALP","LNP",64,0.966,53.3,73.4
"vic2022","Ovens Valley","LNP","ALP",67.8,"abc-scrape","ALP","LNP",36.4,0.986,26.6,47.4
"vic2022","Pascoe Vale","ALP","GRN",52,"abc-scrape","ALP","GRN",49.2,0.811,31.5,66.7
"vic2022","Polwarth","LNP","ALP",51.8,"abc-scrape","ALP","LNP",46.4,0.934,35.7,57.6
"vic2022","Prahran","GRN","LNP",62,"abc-scrape","LNP","GRN",43.4,0.748,32.2,55.3
"vic2022","Preston","ALP","GRN",52.1,"abc-scrape","ALP","GRN",58.9,0.5,44,71
"vic2022","Richmond","GRN","ALP",57.3,"abc-scrape","ALP","GRN",42.6,0.905,24.1,65.4
"vic2022","Ringwood","ALP","LNP",57.5,"abc-scrape","ALP","LNP",51.8,0.991,40.6,62.9
"vic2022","Ripon","ALP","LNP",53,"abc-scrape","ALP","LNP",50.4,0.967,41.4,59.3
"vic2022","Rowville","LNP","ALP",53.7,"abc-scrape","ALP","LNP",44.6,0.989,33.7,56.3
"vic2022","Sandringham","LNP","ALP",55,"abc-scrape","ALP","LNP",46.2,0.814,34.3,58.4
"vic2022","Shepparton","LNP","IND",56.8,"abc-scrape","LNP","IND",45.2,0.988,20.6,62.6
"vic2022","South Barwon","ALP","LNP",59.8,"abc-scrape","ALP","LNP",53.5,0.998,42.8,64
"vic2022","South-West Coast","LNP","ALP",58,"abc-scrape","ALP","LNP",44,0.803,33.8,54.6
"vic2022","St Albans","ALP","LNP",59.6,"abc-scrape","ALP","LNP",66.4,0.967,54.1,75.9
"vic2022","Sunbury","ALP","LNP",56.4,"abc-scrape","ALP","LNP",61.8,0.989,51,71.5
"vic2022","Sydenham","ALP","LNP",58.8,"abc-scrape","ALP","LNP",63.8,0.998,52.2,73.6
"vic2022","Tarneit","ALP","LNP",62.3,"abc-scrape","ALP","LNP",64.3,0.981,53.2,73.8
"vic2022","Thomastown","ALP","LNP",65.8,"abc-scrape","ALP","LNP",75.3,0.994,63.7,84.1
"vic2022","Warrandyte","LNP","ALP",54.3,"abc-scrape","ALP","LNP",44.7,0.973,32.8,57.5
"vic2022","Wendouree","ALP","LNP",61.9,"abc-scrape","ALP","LNP",59.6,0.964,48.4,69.7
"vic2022","Werribee","ALP","LNP",60.9,"abc-scrape","ALP","LNP",61,0.507,50.1,70.6
"vic2022","Williamstown","ALP","LNP",63.4,"abc-scrape","ALP","LNP",67,0.79,56.9,75.5
"vic2022","Yan Yean","ALP","LNP",54.3,"abc-scrape","ALP","LNP",57.6,1,44.7,69.1
"wa2025","Albany","LNP","ALP",56.3,"official","ALP","LNP",47.2,0.678,35.9,58.4
"wa2025","Armadale","ALP","LNP",68.8,"official","ALP","LNP",73,0.979,64.1,80
"wa2025","Balcatta","ALP","LNP",64.5,"official","ALP","LNP",61.8,0.929,51.4,70.6
"wa2025","Baldivis","ALP","LNP",66.7,"official","ALP","LNP",74.9,0.9,66.3,81.5
"wa2025","Bassendean","ALP","IND",65.7,"official","ALP","LNP",69.8,0.718,60.2,77
"wa2025","Bateman","ALP","LNP",53.3,"official","ALP","LNP",43.1,0.899,33,53.4
"wa2025","Belmont","ALP","LNP",69.3,"official","ALP","LNP",66.4,0.963,56.4,74.6
"wa2025","Bicton","ALP","LNP",59.3,"official","ALP","LNP",51.3,0.988,40.5,61.3
"wa2025","Bunbury","ALP","LNP",57.1,"official","ALP","LNP",57.7,0.961,42.9,70.7
"wa2025","Butler","ALP","LNP",64.7,"official","ALP","LNP",70.2,0.945,60.8,77.8
"wa2025","Cannington","ALP","LNP",67.9,"official","ALP","LNP",67.6,0.985,57.8,75.6
"wa2025","Carine","LNP","ALP",57.6,"official","ALP","LNP",40.4,0.98,30.3,50.7
"wa2025","Central Wheatbelt","LNP","ALP",73.3,"official","ALP","LNP",26.8,0.68,18.2,37
"wa2025","Churchlands","LNP","ALP",51.1,"official","ALP","LNP",38.6,0.73,29.2,48.8
"wa2025","Cockburn","ALP","LNP",67.8,"official","ALP","LNP",66,0.996,56.6,73.8
"wa2025","Collie-Preston","ALP","LNP",54.3,"official","ALP","LNP",60.7,0.71,49.2,70.8
"wa2025","Cottesloe","LNP","IND",55.5,"official","LNP","GRN",68.4,0.763,52,79.3
"wa2025","Darling Range","ALP","LNP",55.1,"official","ALP","LNP",51.1,0.987,39,62.3
"wa2025","Dawesville","ALP","LNP",51.3,"official","ALP","LNP",49.4,0.974,37.8,60.7
"wa2025","Forrestfield","ALP","LNP",54.1,"official","ALP","LNP",58.5,0.974,47.9,67.8
"wa2025","Fremantle","ALP","IND",50.9,"official","ALP","GRN",55.5,0.574,37.2,71.6
"wa2025","Geraldton","LNP","ALP",64.1,"official","ALP","LNP",45.5,0.579,34.1,56.9
"wa2025","Hillarys","ALP","LNP",60.1,"official","ALP","LNP",55.2,0.998,44.3,64.9
"wa2025","Jandakot","ALP","LNP",56.4,"official","ALP","LNP",51.5,0.993,40.5,61.5
"wa2025","Joondalup","ALP","LNP",56.3,"official","ALP","LNP",60.8,0.967,50.3,69.8
"wa2025","Kalamunda","LNP","ALP",50.1,"official","ALP","LNP",48.5,0.953,38,58.7
"wa2025","Kalgoorlie","ALP","LNP",51.6,"official","ALP","LNP",46.9,0.735,35.4,58.2
"wa2025","Kimberley","ALP","LNP",64,"official","ALP","LNP",58.6,0.786,47.2,68.7
"wa2025","Kingsley","ALP","LNP",53.5,"official","ALP","LNP",51.6,0.999,40.8,61.6
"wa2025","Kwinana","ALP","LNP",75,"official","ALP","LNP",78.7,0.79,71,84.4
"wa2025","Landsdale","ALP","LNP",59.6,"official","ALP","LNP",60.7,0.998,50.1,69.8
"wa2025","Mandurah","ALP","LNP",59.5,"official","ALP","LNP",61,0.995,46.9,73.1
"wa2025","Maylands","ALP","LNP",72.4,"official","ALP","LNP",65.7,0.83,56.1,73.5
"wa2025","Midland","ALP","LNP",60.9,"official","ALP","LNP",62.6,0.911,52.3,71.4
"wa2025","Morley","ALP","LNP",62,"official","ALP","LNP",64.7,0.97,54.5,73.1
"wa2025","Mount Lawley","ALP","LNP",60.7,"official","ALP","LNP",56,0.955,45.4,65.6
